Total of planted triclusters: 6
Number of planted numeric triclusters: 2
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 3
Tricluster coverage: 11.208333333333332%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (277, 5, 2), X=[0,3,6,9,15,17,22,24,36,42,50,58,66,67,75,78,94,101,118,119,124,131,132,133,134,135,137,138,139,143,145,151,153,154,157,158,167,178,185,191,192,193,195,200,202,220,239,246,247,249,255,264,284,296,299,315,319,322,328,333,337,340,341,355,356,359,365,366,369,377,390,392,395,397,405,406,408,410,415,433,437,440,443,448,450,455,463,465,468,469,474,475,477,483,484,488,514,517,519,520,521,522,524,527,529,531,553,557,561,571,572,580,582,586,598,599,601,602,608,612,613,623,624,629,634,638,642,647,648,657,675,679,681,705,718,722,729,731,732,735,739,747,749,757,763,777,789,792,807,816,830,838,839,840,841,843,848,849,850,854,856,866,868,871,876,902,917,934,935,944,949,953,962,964,965,977,979,982,984,985,997,1003,1008,1014,1018,1024,1030,1037,1046,1060,1064,1066,1078,1091,1093,1097,1098,1108,1119,1123,1127,1129,1134,1137,1138,1144,1149,1151,1160,1163,1164,1169,1170,1180,1182,1186,1187,1199,1200,1203,1206,1209,1214,1215,1221,1223,1224,1230,1233,1238,1255,1259,1261,1263,1264,1279,1280,1281,1284,1287,1288,1289,1294,1301,1303,1308,1314,1317,1322,1325,1335,1350,1360,1361,1376,1378,1380,1386,1407,1413,1421,1426,1429,1442,1446,1456,1459,1462,1467,1470,1477,1482,1483,1484,1488,1493,1497], Y=[0,2,4,5,6], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y2	y4	y5	y6	
x173	4.6	8.32	9.2	a	b	a	b	
x182	4.6	8.32	9.2	a	b	a	b	
x190	4.6	8.32	9.2	a	b	a	b	
x204	4.6	8.32	9.2	a	b	a	b	
x205	4.6	8.32	9.2	a	b	a	b	
x209	4.6	8.32	9.2	a	b	a	b	
x211	4.6	8.32	9.2	a	b	a	b	
x216	4.6	8.32	9.2	a	b	a	b	
x217	4.6	8.32	9.2	a	b	a	b	
x226	4.6	8.32	9.2	a	b	a	b	
x229	4.6	8.32	9.2	a	b	a	b	
x231	4.6	8.32	9.2	a	b	a	b	
x234	4.6	8.32	9.2	a	b	a	b	
x237	4.6	8.32	9.2	a	b	a	b	
x242	4.6	8.32	9.2	a	b	a	b	
x254	4.6	8.32	9.2	a	b	a	b	
x261	4.6	8.32	9.2	a	b	a	b	
x266	4.6	8.32	9.2	a	b	a	b	
x268	4.6	8.32	9.2	a	b	a	b	
x279	4.6	8.32	9.2	a	b	a	b	
x290	4.6	8.32	9.2	a	b	a	b	
x310	4.6	8.32	9.2	a	b	a	b	
x311	4.6	8.32	9.2	a	b	a	b	
x326	4.6	8.32	9.2	a	b	a	b	
x332	4.6	8.32	9.2	a	b	a	b	
x347	4.6	8.32	9.2	a	b	a	b	
x363	4.6	8.32	9.2	a	b	a	b	
x371	4.6	8.32	9.2	a	b	a	b	
x375	4.6	8.32	9.2	a	b	a	b	
x380	4.6	8.32	9.2	a	b	a	b	
x383	4.6	8.32	9.2	a	b	a	b	
x403	4.6	8.32	9.2	a	b	a	b	
x412	4.6	8.32	9.2	a	b	a	b	
x424	4.6	8.32	9.2	a	b	a	b	
x428	4.6	8.32	9.2	a	b	a	b	
x446	4.6	8.32	9.2	a	b	a	b	
x457	4.6	8.32	9.2	a	b	a	b	
x458	4.6	8.32	9.2	a	b	a	b	
x462	4.6	8.32	9.2	a	b	a	b	
x467	4.6	8.32	9.2	a	b	a	b	
x470	4.6	8.32	9.2	a	b	a	b	
x476	4.6	8.32	9.2	a	b	a	b	
x478	4.6	8.32	9.2	a	b	a	b	
x479	4.6	8.32	9.2	a	b	a	b	
x485	4.6	8.32	9.2	a	b	a	b	
x487	4.6	8.32	9.2	a	b	a	b	
x489	4.6	8.32	9.2	a	b	a	b	
x491	4.6	8.32	9.2	a	b	a	b	
x493	4.6	8.32	9.2	a	b	a	b	
x497	4.6	8.32	9.2	a	b	a	b	
x506	4.6	8.32	9.2	a	b	a	b	
x512	4.6	8.32	9.2	a	b	a	b	
x533	4.6	8.32	9.2	a	b	a	b	
x535	4.6	8.32	9.2	a	b	a	b	
x536	4.6	8.32	9.2	a	b	a	b	
x548	4.6	8.32	9.2	a	b	a	b	
x554	4.6	8.32	9.2	a	b	a	b	
x595	4.6	8.32	9.2	a	b	a	b	
x597	4.6	8.32	9.2	a	b	a	b	
x607	4.6	8.32	9.2	a	b	a	b	
x616	4.6	8.32	9.2	a	b	a	b	
x617	4.6	8.32	9.2	a	b	a	b	
x633	4.6	8.32	9.2	a	b	a	b	
x635	4.6	8.32	9.2	a	b	a	b	
x641	4.6	8.32	9.2	a	b	a	b	
x646	4.6	8.32	9.2	a	b	a	b	
x656	4.6	8.32	9.2	a	b	a	b	
x670	4.6	8.32	9.2	a	b	a	b	
x671	4.6	8.32	9.2	a	b	a	b	
x682	4.6	8.32	9.2	a	b	a	b	
x695	4.6	8.32	9.2	a	b	a	b	
x709	4.6	8.32	9.2	a	b	a	b	
x726	4.6	8.32	9.2	a	b	a	b	
x742	4.6	8.32	9.2	a	b	a	b	
x752	4.6	8.32	9.2	a	b	a	b	
x770	4.6	8.32	9.2	a	b	a	b	
x774	4.6	8.32	9.2	a	b	a	b	
x795	4.6	8.32	9.2	a	b	a	b	
x799	4.6	8.32	9.2	a	b	a	b	
x803	4.6	8.32	9.2	a	b	a	b	
x805	4.6	8.32	9.2	a	b	a	b	
x812	4.6	8.32	9.2	a	b	a	b	
x817	4.6	8.32	9.2	a	b	a	b	
x825	4.6	8.32	9.2	a	b	a	b	
x832	4.6	8.32	9.2	a	b	a	b	
x836	4.6	8.32	9.2	a	b	a	b	
x852	4.6	8.32	9.2	a	b	a	b	
x857	4.6	8.32	9.2	a	b	a	b	
x872	4.6	8.32	9.2	a	b	a	b	
x880	4.6	8.32	9.2	a	b	a	b	
x887	4.6	8.32	9.2	a	b	a	b	
x900	4.6	8.32	9.2	a	b	a	b	
x911	4.6	8.32	9.2	a	b	a	b	
x913	4.6	8.32	9.2	a	b	a	b	
x914	4.6	8.32	9.2	a	b	a	b	
x926	4.6	8.32	9.2	a	b	a	b	
x930	4.6	8.32	9.2	a	b	a	b	
x936	4.6	8.32	9.2	a	b	a	b	
x951	4.6	8.32	9.2	a	b	a	b	
x952	4.6	8.32	9.2	a	b	a	b	
x956	4.6	8.32	9.2	a	b	a	b	
x959	4.6	8.32	9.2	a	b	a	b	
x968	4.6	8.32	9.2	a	b	a	b	
x972	4.6	8.32	9.2	a	b	a	b	
x978	4.6	8.32	9.2	a	b	a	b	
x980	4.6	8.32	9.2	a	b	a	b	
x986	4.6	8.32	9.2	a	b	a	b	
x995	4.6	8.32	9.2	a	b	a	b	
x998	4.6	8.32	9.2	a	b	a	b	
x999	4.6	8.32	9.2	a	b	a	b	
x1011	4.6	8.32	9.2	a	b	a	b	
x1015	4.6	8.32	9.2	a	b	a	b	
x1021	4.6	8.32	9.2	a	b	a	b	
x1032	4.6	8.32	9.2	a	b	a	b	
x1038	4.6	8.32	9.2	a	b	a	b	
x1051	4.6	8.32	9.2	a	b	a	b	
x1056	4.6	8.32	9.2	a	b	a	b	
x1059	4.6	8.32	9.2	a	b	a	b	
x1065	4.6	8.32	9.2	a	b	a	b	
x1069	4.6	8.32	9.2	a	b	a	b	
x1072	4.6	8.32	9.2	a	b	a	b	
x1073	4.6	8.32	9.2	a	b	a	b	
x1074	4.6	8.32	9.2	a	b	a	b	
x1095	4.6	8.32	9.2	a	b	a	b	
x1100	4.6	8.32	9.2	a	b	a	b	
x1102	4.6	8.32	9.2	a	b	a	b	
x1106	4.6	8.32	9.2	a	b	a	b	
x1113	4.6	8.32	9.2	a	b	a	b	
x1121	4.6	8.32	9.2	a	b	a	b	
x1154	4.6	8.32	9.2	a	b	a	b	
x1162	4.6	8.32	9.2	a	b	a	b	
x1171	4.6	8.32	9.2	a	b	a	b	
x1189	4.6	8.32	9.2	a	b	a	b	
x1202	4.6	8.32	9.2	a	b	a	b	
x1205	4.6	8.32	9.2	a	b	a	b	
x1218	4.6	8.32	9.2	a	b	a	b	
x1227	4.6	8.32	9.2	a	b	a	b	
x1231	4.6	8.32	9.2	a	b	a	b	
x1232	4.6	8.32	9.2	a	b	a	b	
x1240	4.6	8.32	9.2	a	b	a	b	
x1245	4.6	8.32	9.2	a	b	a	b	
x1251	4.6	8.32	9.2	a	b	a	b	
x1254	4.6	8.32	9.2	a	b	a	b	
x1256	4.6	8.32	9.2	a	b	a	b	
x1257	4.6	8.32	9.2	a	b	a	b	
x1269	4.6	8.32	9.2	a	b	a	b	
x1273	4.6	8.32	9.2	a	b	a	b	
x1282	4.6	8.32	9.2	a	b	a	b	
x1291	4.6	8.32	9.2	a	b	a	b	
x1293	4.6	8.32	9.2	a	b	a	b	
x1295	4.6	8.32	9.2	a	b	a	b	
x1298	4.6	8.32	9.2	a	b	a	b	
x1307	4.6	8.32	9.2	a	b	a	b	
x1313	4.6	8.32	9.2	a	b	a	b	
x1318	4.6	8.32	9.2	a	b	a	b	
x1328	4.6	8.32	9.2	a	b	a	b	
x1330	4.6	8.32	9.2	a	b	a	b	
x1342	4.6	8.32	9.2	a	b	a	b	
x1343	4.6	8.32	9.2	a	b	a	b	
x1354	4.6	8.32	9.2	a	b	a	b	
x1356	4.6	8.32	9.2	a	b	a	b	
x1373	4.6	8.32	9.2	a	b	a	b	
x1392	4.6	8.32	9.2	a	b	a	b	
x1397	4.6	8.32	9.2	a	b	a	b	
x1403	4.6	8.32	9.2	a	b	a	b	
x1405	4.6	8.32	9.2	a	b	a	b	
x1416	4.6	8.32	9.2	a	b	a	b	
x1423	4.6	8.32	9.2	a	b	a	b	
x1437	4.6	8.32	9.2	a	b	a	b	
x1438	4.6	8.32	9.2	a	b	a	b	
x1440	4.6	8.32	9.2	a	b	a	b	
x1448	4.6	8.32	9.2	a	b	a	b	
x1454	4.6	8.32	9.2	a	b	a	b	
x1463	4.6	8.32	9.2	a	b	a	b	
x1469	4.6	8.32	9.2	a	b	a	b	
x1492	4.6	8.32	9.2	a	b	a	b	

Context: 1
X	y2	y8	y9	y15	y16	y17	y18	
x12	4.6	8.32	9.2	a	b	a	b	
x26	4.6	8.32	9.2	a	b	a	b	
x28	4.6	8.32	9.2	a	b	a	b	
x31	4.6	8.32	9.2	a	b	a	b	
x37	4.6	8.32	9.2	a	b	a	b	
x41	4.6	8.32	9.2	a	b	a	b	
x48	4.6	8.32	9.2	a	b	a	b	
x51	4.6	8.32	9.2	a	b	a	b	
x56	4.6	8.32	9.2	a	b	a	b	
x60	4.6	8.32	9.2	a	b	a	b	
x69	4.6	8.32	9.2	a	b	a	b	
x73	4.6	8.32	9.2	a	b	a	b	
x83	4.6	8.32	9.2	a	b	a	b	
x90	4.6	8.32	9.2	a	b	a	b	
x105	4.6	8.32	9.2	a	b	a	b	
x108	4.6	8.32	9.2	a	b	a	b	
x109	4.6	8.32	9.2	a	b	a	b	
x165	4.6	8.32	9.2	a	b	a	b	
x168	4.6	8.32	9.2	a	b	a	b	
x173	4.6	8.32	9.2	a	b	a	b	
x182	4.6	8.32	9.2	a	b	a	b	
x190	4.6	8.32	9.2	a	b	a	b	
x204	4.6	8.32	9.2	a	b	a	b	
x205	4.6	8.32	9.2	a	b	a	b	
x209	4.6	8.32	9.2	a	b	a	b	
x211	4.6	8.32	9.2	a	b	a	b	
x216	4.6	8.32	9.2	a	b	a	b	
x217	4.6	8.32	9.2	a	b	a	b	
x226	4.6	8.32	9.2	a	b	a	b	
x229	4.6	8.32	9.2	a	b	a	b	
x231	4.6	8.32	9.2	a	b	a	b	
x234	4.6	8.32	9.2	a	b	a	b	
x237	4.6	8.32	9.2	a	b	a	b	
x242	4.6	8.32	9.2	a	b	a	b	
x254	4.6	8.32	9.2	a	b	a	b	
x261	4.6	8.32	9.2	a	b	a	b	
x266	4.6	8.32	9.2	a	b	a	b	
x268	4.6	8.32	9.2	a	b	a	b	
x279	4.6	8.32	9.2	a	b	a	b	
x290	4.6	8.32	9.2	a	b	a	b	
x310	4.6	8.32	9.2	a	b	a	b	
x311	4.6	8.32	9.2	a	b	a	b	
x326	4.6	8.32	9.2	a	b	a	b	
x332	4.6	8.32	9.2	a	b	a	b	
x347	4.6	8.32	9.2	a	b	a	b	
x363	4.6	8.32	9.2	a	b	a	b	
x371	4.6	8.32	9.2	a	b	a	b	
x375	4.6	8.32	9.2	a	b	a	b	
x380	4.6	8.32	9.2	a	b	a	b	
x383	4.6	8.32	9.2	a	b	a	b	
x403	4.6	8.32	9.2	a	b	a	b	
x412	4.6	8.32	9.2	a	b	a	b	
x424	4.6	8.32	9.2	a	b	a	b	
x428	4.6	8.32	9.2	a	b	a	b	
x446	4.6	8.32	9.2	a	b	a	b	
x457	4.6	8.32	9.2	a	b	a	b	
x458	4.6	8.32	9.2	a	b	a	b	
x462	4.6	8.32	9.2	a	b	a	b	
x467	4.6	8.32	9.2	a	b	a	b	
x470	4.6	8.32	9.2	a	b	a	b	
x476	4.6	8.32	9.2	a	b	a	b	
x478	4.6	8.32	9.2	a	b	a	b	
x479	4.6	8.32	9.2	a	b	a	b	
x485	4.6	8.32	9.2	a	b	a	b	
x487	4.6	8.32	9.2	a	b	a	b	
x489	4.6	8.32	9.2	a	b	a	b	
x491	4.6	8.32	9.2	a	b	a	b	
x493	4.6	8.32	9.2	a	b	a	b	
x497	4.6	8.32	9.2	a	b	a	b	
x506	4.6	8.32	9.2	a	b	a	b	
x512	4.6	8.32	9.2	a	b	a	b	
x533	4.6	8.32	9.2	a	b	a	b	
x535	4.6	8.32	9.2	a	b	a	b	
x536	4.6	8.32	9.2	a	b	a	b	
x548	4.6	8.32	9.2	a	b	a	b	
x554	4.6	8.32	9.2	a	b	a	b	
x595	4.6	8.32	9.2	a	b	a	b	
x597	4.6	8.32	9.2	a	b	a	b	
x607	4.6	8.32	9.2	a	b	a	b	
x616	4.6	8.32	9.2	a	b	a	b	
x617	4.6	8.32	9.2	a	b	a	b	
x633	4.6	8.32	9.2	a	b	a	b	
x635	4.6	8.32	9.2	a	b	a	b	
x641	4.6	8.32	9.2	a	b	a	b	
x646	4.6	8.32	9.2	a	b	a	b	
x656	4.6	8.32	9.2	a	b	a	b	
x670	4.6	8.32	9.2	a	b	a	b	
x671	4.6	8.32	9.2	a	b	a	b	
x682	4.6	8.32	9.2	a	b	a	b	
x695	4.6	8.32	9.2	a	b	a	b	
x709	4.6	8.32	9.2	a	b	a	b	
x726	4.6	8.32	9.2	a	b	a	b	
x742	4.6	8.32	9.2	a	b	a	b	
x752	4.6	8.32	9.2	a	b	a	b	
x770	4.6	8.32	9.2	a	b	a	b	
x774	4.6	8.32	9.2	a	b	a	b	
x795	4.6	8.32	9.2	a	b	a	b	
x799	4.6	8.32	9.2	a	b	a	b	
x803	4.6	8.32	9.2	a	b	a	b	
x805	4.6	8.32	9.2	a	b	a	b	
x812	4.6	8.32	9.2	a	b	a	b	
x817	4.6	8.32	9.2	a	b	a	b	
x825	4.6	8.32	9.2	a	b	a	b	
x832	4.6	8.32	9.2	a	b	a	b	
x836	4.6	8.32	9.2	a	b	a	b	
x852	4.6	8.32	9.2	a	b	a	b	
x857	4.6	8.32	9.2	a	b	a	b	
x872	4.6	8.32	9.2	a	b	a	b	
x880	4.6	8.32	9.2	a	b	a	b	
x887	4.6	8.32	9.2	a	b	a	b	
x900	4.6	8.32	9.2	a	b	a	b	
x911	4.6	8.32	9.2	a	b	a	b	
x913	4.6	8.32	9.2	a	b	a	b	
x914	4.6	8.32	9.2	a	b	a	b	
x926	4.6	8.32	9.2	a	b	a	b	
x930	4.6	8.32	9.2	a	b	a	b	
x936	4.6	8.32	9.2	a	b	a	b	
x951	4.6	8.32	9.2	a	b	a	b	
x952	4.6	8.32	9.2	a	b	a	b	
x956	4.6	8.32	9.2	a	b	a	b	
x959	4.6	8.32	9.2	a	b	a	b	
x968	4.6	8.32	9.2	a	b	a	b	
x972	4.6	8.32	9.2	a	b	a	b	
x978	4.6	8.32	9.2	a	b	a	b	
x980	4.6	8.32	9.2	a	b	a	b	
x986	4.6	8.32	9.2	a	b	a	b	
x995	4.6	8.32	9.2	a	b	a	b	
x998	4.6	8.32	9.2	a	b	a	b	
x999	4.6	8.32	9.2	a	b	a	b	
x1011	4.6	8.32	9.2	a	b	a	b	
x1015	4.6	8.32	9.2	a	b	a	b	
x1021	4.6	8.32	9.2	a	b	a	b	
x1032	4.6	8.32	9.2	a	b	a	b	
x1038	4.6	8.32	9.2	a	b	a	b	
x1051	4.6	8.32	9.2	a	b	a	b	
x1056	4.6	8.32	9.2	a	b	a	b	
x1059	4.6	8.32	9.2	a	b	a	b	
x1065	4.6	8.32	9.2	a	b	a	b	
x1069	4.6	8.32	9.2	a	b	a	b	
x1072	4.6	8.32	9.2	a	b	a	b	
x1073	4.6	8.32	9.2	a	b	a	b	
x1074	4.6	8.32	9.2	a	b	a	b	
x1095	4.6	8.32	9.2	a	b	a	b	
x1100	4.6	8.32	9.2	a	b	a	b	
x1102	4.6	8.32	9.2	a	b	a	b	
x1106	4.6	8.32	9.2	a	b	a	b	
x1113	4.6	8.32	9.2	a	b	a	b	
x1121	4.6	8.32	9.2	a	b	a	b	
x1154	4.6	8.32	9.2	a	b	a	b	
x1162	4.6	8.32	9.2	a	b	a	b	
x1171	4.6	8.32	9.2	a	b	a	b	
x1189	4.6	8.32	9.2	a	b	a	b	
x1202	4.6	8.32	9.2	a	b	a	b	
x1205	4.6	8.32	9.2	a	b	a	b	
x1218	4.6	8.32	9.2	a	b	a	b	
x1227	4.6	8.32	9.2	a	b	a	b	
x1231	4.6	8.32	9.2	a	b	a	b	
x1232	4.6	8.32	9.2	a	b	a	b	
x1240	4.6	8.32	9.2	a	b	a	b	
x1245	4.6	8.32	9.2	a	b	a	b	
x1251	4.6	8.32	9.2	a	b	a	b	
x1254	4.6	8.32	9.2	a	b	a	b	
x1256	4.6	8.32	9.2	a	b	a	b	
x1257	4.6	8.32	9.2	a	b	a	b	
x1269	4.6	8.32	9.2	a	b	a	b	
x1273	4.6	8.32	9.2	a	b	a	b	
x1282	4.6	8.32	9.2	a	b	a	b	
x1291	4.6	8.32	9.2	a	b	a	b	
x1293	4.6	8.32	9.2	a	b	a	b	
x1295	4.6	8.32	9.2	a	b	a	b	
x1298	4.6	8.32	9.2	a	b	a	b	
x1307	4.6	8.32	9.2	a	b	a	b	
x1313	4.6	8.32	9.2	a	b	a	b	
x1318	4.6	8.32	9.2	a	b	a	b	
x1328	4.6	8.32	9.2	a	b	a	b	
x1330	4.6	8.32	9.2	a	b	a	b	
x1342	4.6	8.32	9.2	a	b	a	b	
x1343	4.6	8.32	9.2	a	b	a	b	
x1354	4.6	8.32	9.2	a	b	a	b	
x1356	4.6	8.32	9.2	a	b	a	b	
x1373	4.6	8.32	9.2	a	b	a	b	
x1392	4.6	8.32	9.2	a	b	a	b	
x1397	4.6	8.32	9.2	a	b	a	b	
x1403	4.6	8.32	9.2	a	b	a	b	
x1405	4.6	8.32	9.2	a	b	a	b	
x1416	4.6	8.32	9.2	a	b	a	b	
x1423	4.6	8.32	9.2	a	b	a	b	
x1437	4.6	8.32	9.2	a	b	a	b	
x1438	4.6	8.32	9.2	a	b	a	b	
x1440	4.6	8.32	9.2	a	b	a	b	
x1448	4.6	8.32	9.2	a	b	a	b	
x1454	4.6	8.32	9.2	a	b	a	b	
x1463	4.6	8.32	9.2	a	b	a	b	
x1469	4.6	8.32	9.2	a	b	a	b	
x1492	4.6	8.32	9.2	a	b	a	b	

Tricluster #5
(241, 5, 2), X=[0,1,2,6,25,36,38,39,44,47,59,68,70,72,74,80,93,95,97,99,111,115,118,119,127,128,141,145,146,147,170,184,185,195,198,200,218,220,223,235,238,245,247,260,265,270,280,301,303,306,307,308,323,328,330,338,341,349,359,379,393,400,402,414,415,420,439,441,442,445,455,459,465,469,474,480,484,504,505,507,511,517,526,537,538,539,555,558,564,567,571,573,581,587,613,618,619,621,622,630,634,649,650,655,665,669,672,675,676,677,678,683,692,700,705,707,710,715,717,723,732,733,746,747,756,758,764,766,775,788,792,793,794,798,807,809,810,811,820,822,823,826,844,846,856,873,888,901,907,910,932,937,943,950,953,957,960,973,974,979,981,988,1001,1005,1027,1030,1047,1049,1052,1053,1057,1068,1070,1097,1098,1101,1116,1119,1120,1124,1131,1136,1143,1151,1156,1163,1169,1170,1180,1181,1199,1206,1224,1230,1234,1238,1244,1258,1262,1263,1271,1278,1283,1285,1303,1305,1306,1319,1325,1335,1337,1345,1346,1358,1359,1365,1368,1385,1388,1390,1394,1395,1398,1401,1406,1407,1413,1425,1428,1434,1442,1446,1460,1462,1472,1481,1486,1487,1491,1497,1499], Numeric Columns=[3,8], Symbolic Columns=[13,18,19], Z=[0,1],
Numeric Properties:  RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=2.85,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0], PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 0
X	y3	y8	y13	y18	y19	
x0	8.27	8.27	a	a	c	
x1	8.27	8.27	a	a	c	
x2	8.27	8.27	a	a	c	
x6	8.27	8.27	a	a	c	
x25	8.27	8.27	a	a	c	
x36	8.27	8.27	a	a	c	
x38	8.27	8.27	a	a	c	
x39	8.27	8.27	a	a	c	
x44	8.27	8.27	a	a	c	
x47	8.27	8.27	a	a	c	
x59	8.27	8.27	a	a	c	
x68	8.27	8.27	a	a	c	
x70	8.27	8.27	a	a	c	
x72	8.27	8.27	a	a	c	
x74	8.27	8.27	a	a	c	
x80	8.27	8.27	a	a	c	
x93	8.27	8.27	a	a	c	
x95	8.27	8.27	a	a	c	
x97	8.27	8.27	a	a	c	
x99	8.27	8.27	a	a	c	
x111	8.27	8.27	a	a	c	
x115	8.27	8.27	a	a	c	
x118	8.27	8.27	a	a	c	
x119	8.27	8.27	a	a	c	
x127	8.27	8.27	a	a	c	
x128	8.27	8.27	a	a	c	
x141	8.27	8.27	a	a	c	
x145	8.27	8.27	a	a	c	
x146	8.27	8.27	a	a	c	
x147	8.27	8.27	a	a	c	
x170	8.27	8.27	a	a	c	
x184	8.27	8.27	a	a	c	
x185	8.27	8.27	a	a	c	
x195	8.27	8.27	a	a	c	
x198	8.27	8.27	a	a	c	
x200	8.27	8.27	a	a	c	
x218	8.27	8.27	a	a	c	
x220	8.27	8.27	a	a	c	
x223	8.27	8.27	a	a	c	
x235	8.27	8.27	a	a	c	
x238	8.27	8.27	a	a	c	
x245	8.27	8.27	a	a	c	
x247	8.27	8.27	a	a	c	
x260	8.27	8.27	a	a	c	
x265	8.27	8.27	a	a	c	
x270	8.27	8.27	a	a	c	
x280	8.27	8.27	a	a	c	
x301	8.27	8.27	a	a	c	
x303	8.27	8.27	a	a	c	
x306	8.27	8.27	a	a	c	
x307	8.27	8.27	a	a	c	
x308	8.27	8.27	a	a	c	
x323	8.27	8.27	a	a	c	
x328	8.27	8.27	a	a	c	
x330	8.27	8.27	a	a	c	
x338	8.27	8.27	a	a	c	
x341	8.27	8.27	a	a	c	
x349	8.27	8.27	a	a	c	
x359	8.27	8.27	a	a	c	
x379	8.27	8.27	a	a	c	
x393	8.27	8.27	a	a	c	
x400	8.27	8.27	a	a	c	
x402	8.27	8.27	a	a	c	
x414	8.27	8.27	a	a	c	
x415	8.27	8.27	a	a	c	
x420	8.27	8.27	a	a	c	
x439	8.27	8.27	a	a	c	
x441	8.27	8.27	a	a	c	
x442	8.27	8.27	a	a	c	
x445	8.27	8.27	a	a	c	
x455	8.27	8.27	a	a	c	
x459	8.27	8.27	a	a	c	
x465	8.27	8.27	a	a	c	
x469	8.27	8.27	a	a	c	
x474	8.27	8.27	a	a	c	
x480	8.27	8.27	a	a	c	
x484	8.27	8.27	a	a	c	
x504	8.27	8.27	a	a	c	
x505	8.27	8.27	a	a	c	
x507	8.27	8.27	a	a	c	
x511	8.27	8.27	a	a	c	
x517	8.27	8.27	a	a	c	
x526	8.27	8.27	a	a	c	
x537	8.27	8.27	a	a	c	
x538	8.27	8.27	a	a	c	
x539	8.27	8.27	a	a	c	
x555	8.27	8.27	a	a	c	
x558	8.27	8.27	a	a	c	
x564	8.27	8.27	a	a	c	
x567	8.27	8.27	a	a	c	
x571	8.27	8.27	a	a	c	
x573	8.27	8.27	a	a	c	
x581	8.27	8.27	a	a	c	
x587	8.27	8.27	a	a	c	
x613	8.27	8.27	a	a	c	
x618	8.27	8.27	a	a	c	
x619	8.27	8.27	a	a	c	
x621	8.27	8.27	a	a	c	
x622	8.27	8.27	a	a	c	
x630	8.27	8.27	a	a	c	
x634	8.27	8.27	a	a	c	
x649	8.27	8.27	a	a	c	
x650	8.27	8.27	a	a	c	
x655	8.27	8.27	a	a	c	
x665	8.27	8.27	a	a	c	
x669	8.27	8.27	a	a	c	
x672	8.27	8.27	a	a	c	
x675	8.27	8.27	a	a	c	
x676	8.27	8.27	a	a	c	
x677	8.27	8.27	a	a	c	
x678	8.27	8.27	a	a	c	
x683	8.27	8.27	a	a	c	
x692	8.27	8.27	a	a	c	
x700	8.27	8.27	a	a	c	
x705	8.27	8.27	a	a	c	
x707	8.27	8.27	a	a	c	
x710	8.27	8.27	a	a	c	
x715	8.27	8.27	a	a	c	
x717	8.27	8.27	a	a	c	
x723	8.27	8.27	a	a	c	
x732	8.27	8.27	a	a	c	
x733	8.27	8.27	a	a	c	
x746	8.27	8.27	a	a	c	
x747	8.27	8.27	a	a	c	
x756	8.27	8.27	a	a	c	
x758	8.27	8.27	a	a	c	
x764	8.27	8.27	a	a	c	
x766	8.27	8.27	a	a	c	
x775	8.27	8.27	a	a	c	
x788	8.27	8.27	a	a	c	
x792	8.27	8.27	a	a	c	
x793	8.27	8.27	a	a	c	
x794	8.27	8.27	a	a	c	
x798	8.27	8.27	a	a	c	
x807	8.27	8.27	a	a	c	
x809	8.27	8.27	a	a	c	
x810	8.27	8.27	a	a	c	
x811	8.27	8.27	a	a	c	
x820	8.27	8.27	a	a	c	
x822	8.27	8.27	a	a	c	
x823	8.27	8.27	a	a	c	
x826	8.27	8.27	a	a	c	
x844	8.27	8.27	a	a	c	
x846	8.27	8.27	a	a	c	
x856	8.27	8.27	a	a	c	
x873	8.27	8.27	a	a	c	
x888	8.27	8.27	a	a	c	
x901	8.27	8.27	a	a	c	
x907	8.27	8.27	a	a	c	
x910	8.27	8.27	a	a	c	
x932	8.27	8.27	a	a	c	
